dataset,model,seed,split,direction,split_index,head_id,relation_id,tail_id,raw_rank,normalized_rank
mkg_w,NativE,2,dev,head,1465,11682,13,463,2,1
mkg_w,NativE,2,dev,head,1470,8844,8,9542,2,1
mkg_w,NativE,2,dev,head,1528,9263,15,76,19,18
mkg_w,NativE,2,dev,head,1529,5381,8,5380,2,1
mkg_w,NativE,2,dev,head,1532,6940,0,342,19,18
mkg_w,NativE,2,dev,head,1549,10794,7,2716,2,1
mkg_w,NativE,2,dev,head,1560,4948,50,474,5,4
mkg_w,NativE,2,dev,head,1657,500,8,499,2,1
mkg_w,NativE,2,dev,head,1660,296,29,3399,3,2
mkg_w,NativE,2,dev,head,1756,7985,18,4295,3,2
mkg_w,NativE,2,dev,head,1779,11406,0,2682,2,1
mkg_w,NativE,2,dev,head,1850,11986,8,5914,2,1
mkg_w,NativE,2,dev,head,1888,11616,14,14508,2,1
mkg_w,NativE,2,dev,head,1950,4703,0,1069,7,6
mkg_w,NativE,2,dev,head,1964,977,15,76,5,4
mkg_w,NativE,2,dev,head,1971,12571,22,4737,2,1
mkg_w,NativE,2,dev,head,1999,6086,49,767,30,29
mkg_w,NativE,2,dev,head,2056,6815,18,1109,10,9
mkg_w,NativE,2,dev,head,2078,2101,16,11841,2,1
mkg_w,NativE,2,dev,head,2087,11858,16,811,2,1
mkg_w,NativE,2,dev,head,2138,11224,50,1583,2,1
mkg_w,NativE,2,dev,head,2168,3244,5,100,2,1
mkg_w,NativE,2,dev,head,2170,9954,53,1885,8,7
mkg_w,NativE,2,dev,head,2216,8954,22,4360,2,1
mkg_w,NativE,2,dev,head,2354,4053,22,5730,2,1
mkg_w,NativE,2,dev,head,2405,6477,18,1335,9,8
mkg_w,NativE,2,dev,head,2426,6319,1,5552,2,1
mkg_w,NativE,2,dev,head,2668,12635,37,6757,2,1
mkg_w,NativE,2,dev,head,2745,4419,1,4420,4,3
mkg_w,NativE,2,dev,head,2818,1938,15,61,2,1
mkg_w,NativE,2,dev,head,2836,3383,22,3384,2,1
mkg_w,NativE,2,dev,head,2866,7523,1,1295,2,1
mkg_w,NativE,2,dev,head,2916,4358,14,2742,2,1
mkg_w,NativE,2,dev,head,2958,992,7,1494,27,26
mkg_w,NativE,2,dev,head,2985,5505,18,1109,28,27
mkg_w,NativE,2,dev,head,3010,10828,14,7695,2,1
mkg_w,NativE,2,dev,head,3048,11067,48,4707,2,1
mkg_w,NativE,2,dev,head,3177,2429,22,518,2,1
mkg_w,NativE,2,dev,head,3196,4468,8,13673,2,1
mkg_w,NativE,2,dev,head,3419,340,29,536,3,2
mkg_w,NativE,2,dev,head,3425,6028,22,1162,4,3
mkg_w,NativE,2,dev,head,3430,4671,8,10924,2,1
mkg_w,NativE,2,dev,head,3546,5356,5,455,2,1
mkg_w,NativE,2,dev,head,3566,4221,5,3835,18,17
mkg_w,NativE,2,dev,head,3740,14444,75,14490,2,1
mkg_w,NativE,2,dev,head,3784,3262,6,3263,2,1
mkg_w,NativE,2,dev,head,3821,1713,20,86,2,1
mkg_w,NativE,2,dev,head,3822,5182,1,5730,2,1
mkg_w,NativE,2,dev,head,3841,13376,8,7413,2,1
mkg_w,NativE,2,dev,head,3870,10043,5,545,2,1
mkg_w,NativE,2,dev,head,3883,13513,64,198,3,2
mkg_w,NativE,2,dev,head,3918,8201,1,4478,2,1
mkg_w,NativE,2,dev,head,3956,3493,22,364,2,1
mkg_w,NativE,2,dev,head,3971,9803,14,11711,2,1
mkg_w,NativE,2,dev,head,3989,7989,22,946,2,1
mkg_w,NativE,2,dev,head,4045,10871,5,3668,2,1
mkg_w,NativE,2,dev,head,4138,10828,8,8324,2,1
mkg_w,NativE,2,dev,tail,47,1803,1,205,2,1
mkg_w,NativE,2,dev,tail,57,12269,14,3537,2,1
mkg_w,NativE,2,dev,tail,77,724,29,4750,4,3
mkg_w,NativE,2,dev,tail,105,6866,16,12990,2,1
mkg_w,NativE,2,dev,tail,150,373,29,2832,4,3
mkg_w,NativE,2,dev,tail,169,14401,16,338,2,1
mkg_w,NativE,2,dev,tail,219,5033,8,6174,2,1
mkg_w,NativE,2,dev,tail,232,7067,0,4141,4,3
mkg_w,NativE,2,dev,tail,329,8634,18,2094,12,11
mkg_w,NativE,2,dev,tail,391,2399,18,5315,7,6
mkg_w,NativE,2,dev,tail,426,7878,11,2816,2,1
mkg_w,NativE,2,dev,tail,453,6603,22,6048,2,1
mkg_w,NativE,2,dev,tail,471,6222,84,4706,2,1
mkg_w,NativE,2,dev,tail,477,12219,8,12218,2,1
mkg_w,NativE,2,dev,tail,516,11221,22,3716,2,1
mkg_w,NativE,2,dev,tail,564,5153,18,3767,2,1
mkg_w,NativE,2,dev,tail,572,12093,1,1162,2,1
mkg_w,NativE,2,dev,tail,624,11877,21,1577,2,1
mkg_w,NativE,2,dev,tail,689,738,58,8960,2,1
mkg_w,NativE,2,dev,tail,692,7492,0,2205,2,1
mkg_w,NativE,2,dev,tail,710,420,22,1615,2,1
mkg_w,NativE,2,dev,tail,732,10880,8,10879,2,1
mkg_w,NativE,2,dev,tail,733,5580,1,2195,2,1
mkg_w,NativE,2,dev,tail,841,14303,1,3034,2,1
mkg_w,NativE,2,dev,tail,870,1713,29,340,3,2
mkg_w,NativE,2,dev,tail,875,1702,13,4301,2,1
mkg_w,NativE,2,dev,tail,949,10151,8,14347,2,1
mkg_w,NativE,2,dev,tail,969,6139,3,2327,2,1
mkg_w,NativE,2,dev,tail,995,2047,56,6019,2,1
mkg_w,NativE,2,dev,tail,1062,5329,7,1001,2,1
mkg_w,NativE,2,dev,tail,1080,1849,29,8434,3,2
mkg_w,NativE,2,dev,tail,1160,11508,5,3075,2,1
mkg_w,NativE,2,dev,tail,1259,1605,15,76,2,1
mkg_w,NativE,2,dev,tail,1261,1846,3,164,2,1
mkg_w,NativE,2,dev,tail,1277,12541,19,7282,2,1
mkg_w,NativE,2,dev,tail,1290,814,29,2684,4,3
mkg_w,NativE,2,dev,tail,1300,7845,1,2521,2,1
mkg_w,NativE,2,dev,tail,1400,2787,14,11379,2,1
mkg_w,NativE,2,dev,tail,1461,1205,1,5324,2,1
mkg_w,NativE,2,dev,tail,1465,11682,13,463,2,1
mkg_w,NativE,2,dev,tail,1470,8844,8,9542,2,1
mkg_w,NativE,2,dev,tail,1471,9939,16,1352,2,1
mkg_w,NativE,2,dev,tail,1528,9263,15,76,2,1
mkg_w,NativE,2,dev,tail,1529,5381,8,5380,2,1
mkg_w,NativE,2,dev,tail,1549,10794,7,2716,2,1
mkg_w,NativE,2,dev,tail,1560,4948,50,474,2,1
mkg_w,NativE,2,dev,tail,1657,500,8,499,2,1
mkg_w,NativE,2,dev,tail,1660,296,29,3399,3,2
mkg_w,NativE,2,dev,tail,1665,10140,18,4226,2,1
mkg_w,NativE,2,dev,tail,1773,10679,5,1069,2,1
mkg_w,NativE,2,dev,tail,1779,11406,0,2682,2,1
mkg_w,NativE,2,dev,tail,1829,2214,13,46,2,1
mkg_w,NativE,2,dev,tail,1899,10124,84,10123,2,1
mkg_w,NativE,2,dev,tail,1919,10117,14,9760,2,1
mkg_w,NativE,2,dev,tail,1947,3890,5,728,4,3
mkg_w,NativE,2,dev,tail,1967,10134,1,721,2,1
mkg_w,NativE,2,dev,tail,1980,11872,22,1983,2,1
mkg_w,NativE,2,dev,tail,1993,2473,29,12813,3,2
mkg_w,NativE,2,dev,tail,1999,6086,49,767,2,1
mkg_w,NativE,2,dev,tail,2047,5605,41,11,2,1
mkg_w,NativE,2,dev,tail,2056,6815,18,1109,3,2
mkg_w,NativE,2,dev,tail,2202,3969,3,3749,2,1
mkg_w,NativE,2,dev,tail,2356,9793,141,12379,2,1
mkg_w,NativE,2,dev,tail,2405,6477,18,1335,4,3
mkg_w,NativE,2,dev,tail,2417,4102,8,5844,2,1
mkg_w,NativE,2,dev,tail,2438,11839,6,168,2,1
mkg_w,NativE,2,dev,tail,2473,11449,18,730,2,1
mkg_w,NativE,2,dev,tail,2523,7524,50,2427,2,1
mkg_w,NativE,2,dev,tail,2538,10029,0,197,2,1
mkg_w,NativE,2,dev,tail,2544,1874,41,557,2,1
mkg_w,NativE,2,dev,tail,2641,6330,0,1041,2,1
mkg_w,NativE,2,dev,tail,2688,6598,0,4687,3,2
mkg_w,NativE,2,dev,tail,2751,3985,22,1314,2,1
mkg_w,NativE,2,dev,tail,2802,3204,18,984,11,10
mkg_w,NativE,2,dev,tail,2811,10445,64,33,2,1
mkg_w,NativE,2,dev,tail,2866,7523,1,1295,2,1
mkg_w,NativE,2,dev,tail,2985,5505,18,1109,7,6
mkg_w,NativE,2,dev,tail,3010,10828,14,7695,2,1
mkg_w,NativE,2,dev,tail,3048,11067,48,4707,2,1
mkg_w,NativE,2,dev,tail,3196,4468,8,13673,2,1
mkg_w,NativE,2,dev,tail,3284,13304,13,463,2,1
mkg_w,NativE,2,dev,tail,3328,2173,58,1706,2,1
mkg_w,NativE,2,dev,tail,3366,2885,21,88,2,1
mkg_w,NativE,2,dev,tail,3419,340,29,536,4,3
mkg_w,NativE,2,dev,tail,3425,6028,22,1162,2,1
mkg_w,NativE,2,dev,tail,3430,4671,8,10924,2,1
mkg_w,NativE,2,dev,tail,3539,4427,22,8122,2,1
mkg_w,NativE,2,dev,tail,3546,5356,5,455,2,1
mkg_w,NativE,2,dev,tail,3566,4221,5,3835,2,1
mkg_w,NativE,2,dev,tail,3570,2769,22,2770,2,1
mkg_w,NativE,2,dev,tail,3651,3018,0,3668,3,2
mkg_w,NativE,2,dev,tail,3841,13376,8,7413,2,1
mkg_w,NativE,2,dev,tail,3870,10043,5,545,2,1
mkg_w,NativE,2,dev,tail,3935,5679,56,4067,2,1
mkg_w,NativE,2,dev,tail,3974,13253,21,256,2,1
mkg_w,NativE,2,dev,tail,3988,122,2,242,2,1
mkg_w,NativE,2,dev,tail,4138,10828,8,8324,2,1
mkg_w,NativE,2,dev,tail,4178,5714,0,667,2,1
mkg_w,NativE,2,dev,tail,4228,5586,11,792,2,1
mkg_w,NativE,2,test,head,25,4252,0,6816,2,1
mkg_w,NativE,2,test,head,85,3377,5,1041,11,10
mkg_w,NativE,2,test,head,96,7403,31,2557,2,1
mkg_w,NativE,2,test,head,105,9040,29,5928,3,2
mkg_w,NativE,2,test,head,106,10037,6,1022,3,2
mkg_w,NativE,2,test,head,127,9205,18,1370,4,3
mkg_w,NativE,2,test,head,170,3188,22,1824,3,2
mkg_w,NativE,2,test,head,223,4335,29,2184,3,2
mkg_w,NativE,2,test,head,251,11346,78,4553,3,2
mkg_w,NativE,2,test,head,256,9966,14,9965,2,1
mkg_w,NativE,2,test,head,258,4394,37,3347,3,2
mkg_w,NativE,2,test,head,316,11514,22,8621,2,1
mkg_w,NativE,2,test,head,346,1727,21,88,2,1
mkg_w,NativE,2,test,head,398,1998,0,44,4,3
mkg_w,NativE,2,test,head,475,4250,90,4032,2,1
mkg_w,NativE,2,test,head,550,5562,7,2722,3,2
mkg_w,NativE,2,test,head,603,9628,5,962,2,1
mkg_w,NativE,2,test,head,637,2224,10,114,2,1
mkg_w,NativE,2,test,head,653,3974,0,1898,2,1
mkg_w,NativE,2,test,head,657,9413,49,1775,38,37
mkg_w,NativE,2,test,head,676,2523,0,205,2,1
mkg_w,NativE,2,test,head,737,11399,3,4437,2,1
mkg_w,NativE,2,test,head,742,7221,0,6048,2,1
mkg_w,NativE,2,test,head,781,3357,1,624,31,30
mkg_w,NativE,2,test,head,783,10909,8,4791,2,1
mkg_w,NativE,2,test,head,814,3853,40,2781,3,2
mkg_w,NativE,2,test,head,830,5020,22,5021,2,1
mkg_w,NativE,2,test,head,835,5462,53,10849,7,6
mkg_w,NativE,2,test,head,851,3152,21,256,6,5
mkg_w,NativE,2,test,head,883,960,8,959,2,1
mkg_w,NativE,2,test,head,934,7501,5,1980,4,3
mkg_w,NativE,2,test,head,974,13686,14,13685,2,1
mkg_w,NativE,2,test,head,994,1087,0,1881,4,3
mkg_w,NativE,2,test,head,1065,3328,10,114,2,1
mkg_w,NativE,2,test,head,1066,4173,0,1898,2,1
mkg_w,NativE,2,test,head,1081,9035,64,5737,2,1
mkg_w,NativE,2,test,head,1155,87,1,2837,2,1
mkg_w,NativE,2,test,head,1156,10667,37,551,10,9
mkg_w,NativE,2,test,head,1178,4464,3,2504,2,1
mkg_w,NativE,2,test,head,1261,1513,1,1490,7,6
mkg_w,NativE,2,test,head,1289,2541,7,346,4,3
mkg_w,NativE,2,test,head,1297,4078,53,4346,9,8
mkg_w,NativE,2,test,head,1304,375,2,5,7,6
mkg_w,NativE,2,test,head,1336,1505,7,7958,2,1
mkg_w,NativE,2,test,head,1367,7104,13,46,6,5
mkg_w,NativE,2,test,head,1372,12609,14,12608,2,1
mkg_w,NativE,2,test,head,1410,1554,5,993,16,15
mkg_w,NativE,2,test,head,1459,2702,22,12760,2,1
mkg_w,NativE,2,test,head,1493,5247,53,706,2,1
mkg_w,NativE,2,test,head,1497,2649,8,3416,2,1
mkg_w,NativE,2,test,head,1509,4761,10,7998,4,3
mkg_w,NativE,2,test,head,1582,5236,8,5235,2,1
mkg_w,NativE,2,test,head,1651,3118,18,495,4,3
mkg_w,NativE,2,test,head,1667,3638,21,256,6,5
mkg_w,NativE,2,test,head,1809,5401,0,721,5,4
mkg_w,NativE,2,test,head,1843,5460,39,6401,3,2
mkg_w,NativE,2,test,head,1855,7393,1,2533,3,2
mkg_w,NativE,2,test,head,1977,5436,1,225,6,5
mkg_w,NativE,2,test,head,2060,2081,8,2692,3,2
mkg_w,NativE,2,test,head,2097,6330,7,2722,4,3
mkg_w,NativE,2,test,head,2102,43,0,910,2,1
mkg_w,NativE,2,test,head,2248,2615,1,17,3,2
mkg_w,NativE,2,test,head,2254,5043,1,225,2,1
mkg_w,NativE,2,test,head,2316,8871,22,1604,2,1
mkg_w,NativE,2,test,head,2416,4629,1,2131,2,1
mkg_w,NativE,2,test,head,2535,7312,8,7875,2,1
mkg_w,NativE,2,test,head,2558,3898,14,8870,2,1
mkg_w,NativE,2,test,head,2573,7193,15,76,4,3
mkg_w,NativE,2,test,head,2633,4479,22,721,2,1
mkg_w,NativE,2,test,head,2654,12570,14,13643,3,2
mkg_w,NativE,2,test,head,2693,1751,22,2225,9,8
mkg_w,NativE,2,test,head,2696,2183,56,5324,6,5
mkg_w,NativE,2,test,head,2846,6971,6,3669,2,1
mkg_w,NativE,2,test,head,2911,12230,53,5463,4,3
mkg_w,NativE,2,test,head,2924,2054,22,969,2,1
mkg_w,NativE,2,test,head,2930,12235,14,1966,2,1
mkg_w,NativE,2,test,head,2952,1513,0,2466,6,5
mkg_w,NativE,2,test,head,2993,2721,1,1122,16,15
mkg_w,NativE,2,test,head,2999,152,29,3399,3,2
mkg_w,NativE,2,test,head,3161,7577,1,2225,3,2
mkg_w,NativE,2,test,head,3197,2473,29,373,4,3
mkg_w,NativE,2,test,head,3224,1407,1,1408,2,1
mkg_w,NativE,2,test,head,3256,10948,5,100,2,1
mkg_w,NativE,2,test,head,3289,8185,1,205,2,1
mkg_w,NativE,2,test,head,3443,3890,22,305,2,1
mkg_w,NativE,2,test,head,3510,11496,1,1122,2,1
mkg_w,NativE,2,test,head,3533,5058,79,76,6,5
mkg_w,NativE,2,test,head,3536,2580,14,3506,3,2
mkg_w,NativE,2,test,head,3585,8174,1,8175,2,1
mkg_w,NativE,2,test,head,3615,14235,2,5,15,14
mkg_w,NativE,2,test,head,3667,4647,0,1094,3,2
mkg_w,NativE,2,test,head,3676,11043,8,11655,2,1
mkg_w,NativE,2,test,head,3736,10459,3,8925,2,1
mkg_w,NativE,2,test,head,3888,8751,59,3971,8,7
mkg_w,NativE,2,test,head,3928,14380,8,14379,2,1
mkg_w,NativE,2,test,head,3941,9495,14,11518,2,1
mkg_w,NativE,2,test,head,3951,3138,15,61,2,1
mkg_w,NativE,2,test,head,3991,9676,16,3724,2,1
mkg_w,NativE,2,test,head,4040,9130,24,6966,2,1
mkg_w,NativE,2,test,head,4148,14335,14,14334,2,1
mkg_w,NativE,2,test,head,4253,8230,0,1486,2,1
mkg_w,NativE,2,test,tail,25,4252,0,6816,2,1
mkg_w,NativE,2,test,tail,39,125,29,2298,3,2
mkg_w,NativE,2,test,tail,84,5284,0,1401,2,1
mkg_w,NativE,2,test,tail,85,3377,5,1041,2,1
mkg_w,NativE,2,test,tail,96,7403,31,2557,2,1
mkg_w,NativE,2,test,tail,105,9040,29,5928,3,2
mkg_w,NativE,2,test,tail,127,9205,18,1370,2,1
mkg_w,NativE,2,test,tail,223,4335,29,2184,3,2
mkg_w,NativE,2,test,tail,256,9966,14,9965,2,1
mkg_w,NativE,2,test,tail,371,12630,22,1356,2,1
mkg_w,NativE,2,test,tail,379,4342,22,1983,2,1
mkg_w,NativE,2,test,tail,398,1998,0,44,2,1
mkg_w,NativE,2,test,tail,428,14290,18,3971,2,1
mkg_w,NativE,2,test,tail,439,10738,8,7001,2,1
mkg_w,NativE,2,test,tail,475,4250,90,4032,2,1
mkg_w,NativE,2,test,tail,527,3512,5,17,2,1
mkg_w,NativE,2,test,tail,550,5562,7,2722,2,1
mkg_w,NativE,2,test,tail,637,2224,10,114,2,1
mkg_w,NativE,2,test,tail,657,9413,49,1775,2,1
mkg_w,NativE,2,test,tail,664,4814,3,13093,2,1
mkg_w,NativE,2,test,tail,737,11399,3,4437,2,1
mkg_w,NativE,2,test,tail,781,3357,1,624,2,1
mkg_w,NativE,2,test,tail,814,3853,40,2781,2,1
mkg_w,NativE,2,test,tail,851,3152,21,256,2,1
mkg_w,NativE,2,test,tail,883,960,8,959,2,1
mkg_w,NativE,2,test,tail,974,13686,14,13685,2,1
mkg_w,NativE,2,test,tail,1065,3328,10,114,2,1
mkg_w,NativE,2,test,tail,1112,850,90,1946,3,2
mkg_w,NativE,2,test,tail,1156,10667,37,551,2,1
mkg_w,NativE,2,test,tail,1289,2541,7,346,2,1
mkg_w,NativE,2,test,tail,1300,10470,0,4141,3,2
mkg_w,NativE,2,test,tail,1399,5843,2,242,2,1
mkg_w,NativE,2,test,tail,1407,4110,16,9548,2,1
mkg_w,NativE,2,test,tail,1423,4549,15,76,2,1
mkg_w,NativE,2,test,tail,1429,1861,1,1646,2,1
mkg_w,NativE,2,test,tail,1431,9528,1,1041,2,1
mkg_w,NativE,2,test,tail,1435,12352,0,7284,2,1
mkg_w,NativE,2,test,tail,1459,2702,22,12760,2,1
mkg_w,NativE,2,test,tail,1509,4761,10,7998,2,1
mkg_w,NativE,2,test,tail,1536,12199,56,545,2,1
mkg_w,NativE,2,test,tail,1560,9169,0,802,2,1
mkg_w,NativE,2,test,tail,1582,5236,8,5235,2,1
mkg_w,NativE,2,test,tail,1667,3638,21,256,2,1
mkg_w,NativE,2,test,tail,1677,7538,22,1638,2,1
mkg_w,NativE,2,test,tail,1744,271,26,9026,2,1
mkg_w,NativE,2,test,tail,1788,3286,3,620,2,1
mkg_w,NativE,2,test,tail,1809,5401,0,721,2,1
mkg_w,NativE,2,test,tail,1823,5130,22,1484,2,1
mkg_w,NativE,2,test,tail,1855,7393,1,2533,2,1
mkg_w,NativE,2,test,tail,1916,4245,12,2063,2,1
mkg_w,NativE,2,test,tail,1969,8531,21,88,2,1
mkg_w,NativE,2,test,tail,2097,6330,7,2722,2,1
mkg_w,NativE,2,test,tail,2102,43,0,910,2,1
mkg_w,NativE,2,test,tail,2151,8565,56,4067,2,1
mkg_w,NativE,2,test,tail,2246,3519,0,39,2,1
mkg_w,NativE,2,test,tail,2254,5043,1,225,2,1
mkg_w,NativE,2,test,tail,2309,6935,0,523,2,1
mkg_w,NativE,2,test,tail,2311,3709,46,472,2,1
mkg_w,NativE,2,test,tail,2416,4629,1,2131,2,1
mkg_w,NativE,2,test,tail,2465,12043,8,12042,2,1
mkg_w,NativE,2,test,tail,2530,14013,22,12241,2,1
mkg_w,NativE,2,test,tail,2558,3898,14,8870,2,1
mkg_w,NativE,2,test,tail,2603,12817,42,14117,3,2
mkg_w,NativE,2,test,tail,2633,4479,22,721,2,1
mkg_w,NativE,2,test,tail,2724,6149,7,4873,2,1
mkg_w,NativE,2,test,tail,2783,11190,5,6465,2,1
mkg_w,NativE,2,test,tail,2805,5169,59,1370,2,1
mkg_w,NativE,2,test,tail,2878,11662,22,8414,2,1
mkg_w,NativE,2,test,tail,2889,2589,21,88,2,1
mkg_w,NativE,2,test,tail,2924,2054,22,969,2,1
mkg_w,NativE,2,test,tail,2930,12235,14,1966,2,1
mkg_w,NativE,2,test,tail,2983,7120,8,7119,2,1
mkg_w,NativE,2,test,tail,2993,2721,1,1122,5,4
mkg_w,NativE,2,test,tail,3134,1673,22,395,2,1
mkg_w,NativE,2,test,tail,3161,7577,1,2225,2,1
mkg_w,NativE,2,test,tail,3186,318,1,319,2,1
mkg_w,NativE,2,test,tail,3201,10277,10,326,2,1
mkg_w,NativE,2,test,tail,3227,974,56,4067,2,1
mkg_w,NativE,2,test,tail,3256,10948,5,100,2,1
mkg_w,NativE,2,test,tail,3337,2681,14,2680,2,1
mkg_w,NativE,2,test,tail,3423,5283,56,4896,2,1
mkg_w,NativE,2,test,tail,3536,2580,14,3506,3,2
mkg_w,NativE,2,test,tail,3657,11784,34,1675,2,1
mkg_w,NativE,2,test,tail,3662,331,10,7998,2,1
mkg_w,NativE,2,test,tail,3667,4647,0,1094,2,1
mkg_w,NativE,2,test,tail,3676,11043,8,11655,2,1
mkg_w,NativE,2,test,tail,3688,5340,18,2094,3,2
mkg_w,NativE,2,test,tail,3753,2051,0,1408,2,1
mkg_w,NativE,2,test,tail,3766,10442,3,8471,2,1
mkg_w,NativE,2,test,tail,3920,5227,18,7457,7,6
mkg_w,NativE,2,test,tail,3941,9495,14,11518,2,1
mkg_w,NativE,2,test,tail,3951,3138,15,61,2,1
mkg_w,NativE,2,test,tail,4022,3138,1,1939,2,1
mkg_w,NativE,2,test,tail,4024,85,29,9040,3,2
mkg_w,NativE,2,test,tail,4040,9130,24,6966,2,1
mkg_w,NativE,2,test,tail,4164,8434,29,541,6,5
mkg_w,NativE,2,test,tail,4253,8230,0,1486,2,1
mkg_w,NativE,3,dev,head,0,5075,5,198,2,1
mkg_w,NativE,3,dev,head,77,724,29,4750,2,1
mkg_w,NativE,3,dev,head,95,14365,14,8916,2,1
mkg_w,NativE,3,dev,head,100,3129,18,2094,2,1
mkg_w,NativE,3,dev,head,150,373,29,2832,3,2
mkg_w,NativE,3,dev,head,181,13028,8,13027,2,1
mkg_w,NativE,3,dev,head,212,9968,66,6735,3,2
mkg_w,NativE,3,dev,head,315,826,1,1881,4,3
mkg_w,NativE,3,dev,head,347,4968,14,12955,2,1
mkg_w,NativE,3,dev,head,426,7878,11,2816,2,1
mkg_w,NativE,3,dev,head,443,2740,7,1215,2,1
mkg_w,NativE,3,dev,head,445,5178,14,5177,2,1
mkg_w,NativE,3,dev,head,471,6222,84,4706,2,1
mkg_w,NativE,3,dev,head,492,8744,16,811,2,1
mkg_w,NativE,3,dev,head,499,3286,8,2229,2,1
mkg_w,NativE,3,dev,head,522,8426,22,1687,3,2
mkg_w,NativE,3,dev,head,617,966,5,17,2,1
mkg_w,NativE,3,dev,head,628,6154,10,3790,4,3
mkg_w,NativE,3,dev,head,637,8230,5,3453,2,1
mkg_w,NativE,3,dev,head,643,772,56,3058,4,3
mkg_w,NativE,3,dev,head,679,12731,5,1542,3,2
mkg_w,NativE,3,dev,head,781,4497,8,4496,2,1
mkg_w,NativE,3,dev,head,784,8770,30,6645,2,1
mkg_w,NativE,3,dev,head,809,12729,14,13129,2,1
mkg_w,NativE,3,dev,head,831,644,14,12320,2,1
mkg_w,NativE,3,dev,head,919,8307,18,3971,7,6
mkg_w,NativE,3,dev,head,995,2047,56,6019,2,1
mkg_w,NativE,3,dev,head,1034,6941,1,1902,4,3
mkg_w,NativE,3,dev,head,1083,14199,9,815,2,1
mkg_w,NativE,3,dev,head,1115,7269,1,1041,2,1
mkg_w,NativE,3,dev,head,1130,14244,64,198,3,2
mkg_w,NativE,3,dev,head,1212,11062,56,9068,6,5
mkg_w,NativE,3,dev,head,1277,12541,19,7282,2,1
mkg_w,NativE,3,dev,head,1340,4591,56,1041,2,1
mkg_w,NativE,3,dev,head,1353,5641,22,5903,2,1
mkg_w,NativE,3,dev,head,1409,2292,0,3889,28,27
mkg_w,NativE,3,dev,head,1529,5381,8,5380,2,1
mkg_w,NativE,3,dev,head,1532,6940,0,342,24,23
mkg_w,NativE,3,dev,head,1549,10794,7,2716,2,1
mkg_w,NativE,3,dev,head,1601,13544,16,348,4,3
mkg_w,NativE,3,dev,head,1753,2174,46,2869,2,1
mkg_w,NativE,3,dev,head,1801,12035,59,6905,3,2
mkg_w,NativE,3,dev,head,1854,4455,39,9793,2,1
mkg_w,NativE,3,dev,head,1875,9890,16,348,6,5
mkg_w,NativE,3,dev,head,1880,4427,5,8122,3,2
mkg_w,NativE,3,dev,head,1881,8872,79,697,2,1
mkg_w,NativE,3,dev,head,1911,1531,11,1414,5,4
mkg_w,NativE,3,dev,head,1964,977,15,76,5,4
mkg_w,NativE,3,dev,head,1986,4131,0,1250,2,1
mkg_w,NativE,3,dev,head,1993,2473,29,12813,2,1
mkg_w,NativE,3,dev,head,1995,13037,22,1638,7,6
mkg_w,NativE,3,dev,head,2056,6815,18,1109,25,24
mkg_w,NativE,3,dev,head,2080,7916,84,7916,2,1
mkg_w,NativE,3,dev,head,2087,11858,16,811,2,1
mkg_w,NativE,3,dev,head,2127,2192,22,1843,3,2
mkg_w,NativE,3,dev,head,2158,14402,59,439,2,1
mkg_w,NativE,3,dev,head,2184,6401,23,6400,2,1
mkg_w,NativE,3,dev,head,2291,6055,21,88,4,3
mkg_w,NativE,3,dev,head,2299,684,11,4032,2,1
mkg_w,NativE,3,dev,head,2305,1193,29,125,3,2
mkg_w,NativE,3,dev,head,2383,6368,8,6367,2,1
mkg_w,NativE,3,dev,head,2390,2847,1,2301,2,1
mkg_w,NativE,3,dev,head,2417,4102,8,5844,2,1
mkg_w,NativE,3,dev,head,2439,6861,18,3956,2,1
mkg_w,NativE,3,dev,head,2489,11437,18,1204,45,44
mkg_w,NativE,3,dev,head,2507,10905,22,4677,2,1
mkg_w,NativE,3,dev,head,2513,4768,21,88,2,1
mkg_w,NativE,3,dev,head,2524,12739,3,1780,2,1
mkg_w,NativE,3,dev,head,2528,13925,46,2869,2,1
mkg_w,NativE,3,dev,head,2672,10264,14,10263,2,1
mkg_w,NativE,3,dev,head,2716,8597,0,986,2,1
mkg_w,NativE,3,dev,head,2805,1641,0,3889,15,14
mkg_w,NativE,3,dev,head,2825,12314,16,7238,2,1
mkg_w,NativE,3,dev,head,2862,253,11,782,2,1
mkg_w,NativE,3,dev,head,2941,11501,11,2725,5,4
mkg_w,NativE,3,dev,head,2985,5505,18,1109,11,10
mkg_w,NativE,3,dev,head,3019,10770,1,2271,3,2
mkg_w,NativE,3,dev,head,3062,8789,22,9918,2,1
mkg_w,NativE,3,dev,head,3083,168,29,524,3,2
mkg_w,NativE,3,dev,head,3121,56,22,57,2,1
mkg_w,NativE,3,dev,head,3139,13088,8,13087,2,1
mkg_w,NativE,3,dev,head,3154,7080,9,7080,2,1
mkg_w,NativE,3,dev,head,3160,13942,14,13387,2,1
mkg_w,NativE,3,dev,head,3226,9572,10,7998,17,16
mkg_w,NativE,3,dev,head,3238,2742,64,1630,5,4
mkg_w,NativE,3,dev,head,3288,374,29,4686,3,2
mkg_w,NativE,3,dev,head,3299,9101,0,3889,10,9
mkg_w,NativE,3,dev,head,3347,5967,13,5343,3,2
mkg_w,NativE,3,dev,head,3413,3204,34,553,3,2
mkg_w,NativE,3,dev,head,3446,486,39,10793,2,1
mkg_w,NativE,3,dev,head,3515,4918,22,254,10,9
