pair,label,split,comparator,stratum,repetitions,left_units,right_units,retained_units,retained_observations
mkgw_mhyper_native,W-N,test,Radius-1,5,6,5,5,5,30
mkgw_mhyper_native,W-N,test,Radius-1,6,7,4,4,4,28
mkgw_mhyper_native,W-N,test,Radius-1,7,8,0,0,0,0
mkgw_mhyper_native,W-N,test,Radius-1,8,9,0,0,0,0
mkgw_mhyper_native,W-N,test,Radius-1,9,11,0,0,0,0
mkgw_mhyper_native,W-N,test,Radius-1,10,12,1,1,1,12
mkgw_mhyper_native,W-N,test,Radius-1,11,13,1,1,1,13
mkgw_mhyper_native,W-N,test,Radius-1,12,14,0,0,0,0
mkgw_mhyper_native,W-N,test,Radius-1,13,15,1,1,1,15
mkgw_mhyper_native,W-N,test,Radius-1,14,22,0,0,0,0
mkgw_mhyper_native,W-N,test,Radius-1,15,27,0,0,0,0
mkgw_mhyper_native,W-N,test,Radius-1,16,30,1,1,1,30
mkgw_mhyper_native,W-N,test,Radius-1,17,43,0,0,0,0
mkgw_mhyper_native,W-N,test,Radius-1,18,46,1,1,1,46
mkgw_mhyper_native,W-N,test,Radius-1,19,55,0,0,0,0
mkgw_mhyper_native,W-N,test,Radius-1,20,56,0,0,0,0
mkgw_mhyper_native,W-N,test,Radius-1,21,69,1,1,1,69
mkgw_mhyper_native,W-N,test,Radius-1,22,467,1,1,1,467
mkgw_mhyper_native,W-N,test,Radius-1,23,1,3792,3792,3792,3792
mkgw_mhyper_native,W-N,test,Radius-1,24,2,308,308,308,616
mkgw_mhyper_native,W-N,test,Radius-1,25,3,105,105,105,315
mkgw_mhyper_native,W-N,test,Radius-1,26,4,40,40,40,160
mkgw_mhyper_native,W-N,test,Radius-1,27,5,15,15,15,75
mkgw_mhyper_native,W-N,test,Radius-1,28,6,6,6,6,36
mkgw_mhyper_native,W-N,test,Radius-1,29,7,2,2,2,14
mkgw_mhyper_native,W-N,test,Radius-1,30,8,0,0,0,0
mkgw_mhyper_native,W-N,test,Radius-1,31,9,1,1,1,9
mkgw_mhyper_native,W-N,test,Radius-1,32,11,0,0,0,0
mkgw_mhyper_native,W-N,test,Radius-1,33,12,0,0,0,0
mkgw_mhyper_native,W-N,test,Radius-1,34,13,0,0,0,0
mkgw_mhyper_native,W-N,test,Radius-1,35,14,0,0,0,0
mkgw_mhyper_native,W-N,test,Radius-1,36,15,1,1,1,15
mkgw_mhyper_native,W-N,test,Radius-1,37,22,1,1,1,22
mkgw_mhyper_native,W-N,test,Radius-1,38,27,0,0,0,0
mkgw_mhyper_native,W-N,test,Radius-1,39,30,1,1,1,30
mkgw_mhyper_native,W-N,test,Radius-1,40,43,0,0,0,0
mkgw_mhyper_native,W-N,test,Radius-1,41,46,1,1,1,46
mkgw_mhyper_native,W-N,test,Radius-1,42,55,0,0,0,0
mkgw_mhyper_native,W-N,test,Radius-1,43,56,0,0,0,0
mkgw_mhyper_native,W-N,test,Radius-1,44,69,1,1,1,69
mkgw_mhyper_native,W-N,test,Radius-1,45,467,1,1,1,467
mkgw_mhyper_native,W-N,test,Radius-1,46,1,3331,3331,3331,3331
mkgw_mhyper_native,W-N,test,Radius-1,47,2,308,308,308,616
mkgw_mhyper_native,W-N,test,Radius-1,48,3,109,109,109,327
mkgw_mhyper_native,W-N,test,Radius-1,49,4,43,43,43,172
mkgw_mhyper_native,W-N,test,Radius-1,50,5,17,17,17,85
mkgw_mhyper_native,W-N,test,Radius-1,51,6,5,5,5,30
mkgw_mhyper_native,W-N,test,Radius-1,52,7,4,4,4,28
mkgw_mhyper_native,W-N,test,Radius-1,53,8,0,0,0,0
mkgw_mhyper_native,W-N,test,Radius-1,54,9,1,1,1,9
mkgw_mhyper_native,W-N,test,Radius-1,55,11,0,0,0,0
mkgw_mhyper_native,W-N,test,Radius-1,56,12,1,1,1,12
mkgw_mhyper_native,W-N,test,Radius-1,57,13,1,1,1,13
mkgw_mhyper_native,W-N,test,Radius-1,58,14,0,0,0,0
mkgw_mhyper_native,W-N,test,Radius-1,59,15,1,1,1,15
mkgw_mhyper_native,W-N,test,Radius-1,60,22,0,0,0,0
mkgw_mhyper_native,W-N,test,Radius-1,61,27,1,1,1,27
mkgw_mhyper_native,W-N,test,Radius-1,62,30,1,1,1,30
mkgw_mhyper_native,W-N,test,Radius-1,63,43,0,0,0,0
mkgw_mhyper_native,W-N,test,Radius-1,64,46,1,1,1,46
mkgw_mhyper_native,W-N,test,Radius-1,65,55,0,0,0,0
mkgw_mhyper_native,W-N,test,Radius-1,66,56,0,0,0,0
mkgw_mhyper_native,W-N,test,Radius-1,67,69,1,1,1,69
mkgw_mhyper_native,W-N,test,Radius-1,68,467,1,1,1,467
mkgw_mhyper_native,W-N,test,No-gate,0,1,3350,4901,3350,3350
mkgw_mhyper_native,W-N,test,No-gate,1,2,323,453,323,646
mkgw_mhyper_native,W-N,test,No-gate,2,3,111,157,111,333
mkgw_mhyper_native,W-N,test,No-gate,3,4,42,58,42,168
mkgw_mhyper_native,W-N,test,No-gate,4,5,18,22,18,90
mkgw_mhyper_native,W-N,test,No-gate,5,6,5,6,5,30
mkgw_mhyper_native,W-N,test,No-gate,6,7,4,6,4,28
mkgw_mhyper_native,W-N,test,No-gate,7,8,0,0,0,0
mkgw_mhyper_native,W-N,test,No-gate,8,9,0,2,0,0
mkgw_mhyper_native,W-N,test,No-gate,9,11,0,1,0,0
mkgw_mhyper_native,W-N,test,No-gate,10,12,1,1,1,12
mkgw_mhyper_native,W-N,test,No-gate,11,13,1,2,1,13
mkgw_mhyper_native,W-N,test,No-gate,12,14,0,0,0,0
mkgw_mhyper_native,W-N,test,No-gate,13,15,1,2,1,15
mkgw_mhyper_native,W-N,test,No-gate,14,22,0,1,0,0
mkgw_mhyper_native,W-N,test,No-gate,15,27,0,1,0,0
mkgw_mhyper_native,W-N,test,No-gate,16,30,1,1,1,30
mkgw_mhyper_native,W-N,test,No-gate,17,43,0,1,0,0
mkgw_mhyper_native,W-N,test,No-gate,18,46,1,1,1,46
mkgw_mhyper_native,W-N,test,No-gate,19,55,0,0,0,0
mkgw_mhyper_native,W-N,test,No-gate,20,56,0,1,0,0
mkgw_mhyper_native,W-N,test,No-gate,21,69,1,1,1,69
mkgw_mhyper_native,W-N,test,No-gate,22,467,1,1,1,467
mkgw_mhyper_native,W-N,test,No-gate,23,1,3792,5176,3792,3792
mkgw_mhyper_native,W-N,test,No-gate,24,2,308,452,308,616
mkgw_mhyper_native,W-N,test,No-gate,25,3,105,148,105,315
mkgw_mhyper_native,W-N,test,No-gate,26,4,40,51,40,160
mkgw_mhyper_native,W-N,test,No-gate,27,5,15,21,15,75
mkgw_mhyper_native,W-N,test,No-gate,28,6,6,6,6,36
mkgw_mhyper_native,W-N,test,No-gate,29,7,2,5,2,14
mkgw_mhyper_native,W-N,test,No-gate,30,8,0,0,0,0
mkgw_mhyper_native,W-N,test,No-gate,31,9,1,3,1,9
mkgw_mhyper_native,W-N,test,No-gate,32,11,0,1,0,0
mkgw_mhyper_native,W-N,test,No-gate,33,12,0,2,0,0
mkgw_mhyper_native,W-N,test,No-gate,34,13,0,1,0,0
mkgw_mhyper_native,W-N,test,No-gate,35,14,0,1,0,0
mkgw_mhyper_native,W-N,test,No-gate,36,15,1,2,1,15
mkgw_mhyper_native,W-N,test,No-gate,37,22,1,1,1,22
mkgw_mhyper_native,W-N,test,No-gate,38,27,0,1,0,0
mkgw_mhyper_native,W-N,test,No-gate,39,30,1,1,1,30
mkgw_mhyper_native,W-N,test,No-gate,40,43,0,0,0,0
mkgw_mhyper_native,W-N,test,No-gate,41,46,1,1,1,46
mkgw_mhyper_native,W-N,test,No-gate,42,55,0,1,0,0
mkgw_mhyper_native,W-N,test,No-gate,43,56,0,0,0,0
mkgw_mhyper_native,W-N,test,No-gate,44,69,1,1,1,69
mkgw_mhyper_native,W-N,test,No-gate,45,467,1,1,1,467
mkgw_mhyper_native,W-N,test,No-gate,46,1,3331,4925,3331,3331
mkgw_mhyper_native,W-N,test,No-gate,47,2,308,445,308,616
mkgw_mhyper_native,W-N,test,No-gate,48,3,109,153,109,327
mkgw_mhyper_native,W-N,test,No-gate,49,4,43,56,43,172
mkgw_mhyper_native,W-N,test,No-gate,50,5,17,21,17,85
mkgw_mhyper_native,W-N,test,No-gate,51,6,5,8,5,30
mkgw_mhyper_native,W-N,test,No-gate,52,7,4,7,4,28
mkgw_mhyper_native,W-N,test,No-gate,53,8,0,1,0,0
mkgw_mhyper_native,W-N,test,No-gate,54,9,1,2,1,9
mkgw_mhyper_native,W-N,test,No-gate,55,11,0,0,0,0
mkgw_mhyper_native,W-N,test,No-gate,56,12,1,1,1,12
mkgw_mhyper_native,W-N,test,No-gate,57,13,1,2,1,13
mkgw_mhyper_native,W-N,test,No-gate,58,14,0,0,0,0
mkgw_mhyper_native,W-N,test,No-gate,59,15,1,2,1,15
mkgw_mhyper_native,W-N,test,No-gate,60,22,0,1,0,0
mkgw_mhyper_native,W-N,test,No-gate,61,27,1,1,1,27
mkgw_mhyper_native,W-N,test,No-gate,62,30,1,1,1,30
mkgw_mhyper_native,W-N,test,No-gate,63,43,0,1,0,0
mkgw_mhyper_native,W-N,test,No-gate,64,46,1,1,1,46
mkgw_mhyper_native,W-N,test,No-gate,65,55,0,0,0,0
mkgw_mhyper_native,W-N,test,No-gate,66,56,0,1,0,0
mkgw_mhyper_native,W-N,test,No-gate,67,69,1,1,1,69
mkgw_mhyper_native,W-N,test,No-gate,68,467,1,1,1,467
mkgw_mhyper_adamf,W-A,dev_oof,Center-0.5,0,1,172,769,172,172
mkgw_mhyper_adamf,W-A,dev_oof,Center-0.5,1,2,8,18,8,16
mkgw_mhyper_adamf,W-A,dev_oof,Center-0.5,2,3,5,5,5,15
mkgw_mhyper_adamf,W-A,dev_oof,Center-0.5,3,4,1,2,1,4
mkgw_mhyper_adamf,W-A,dev_oof,Center-0.5,4,5,0,0,0,0
mkgw_mhyper_adamf,W-A,dev_oof,Center-0.5,5,7,1,1,1,7
mkgw_mhyper_adamf,W-A,dev_oof,Center-0.5,6,8,3,3,3,24
mkgw_mhyper_adamf,W-A,dev_oof,Center-0.5,7,13,1,1,1,13
mkgw_mhyper_adamf,W-A,dev_oof,Center-0.5,8,86,1,1,1,86
mkgw_mhyper_adamf,W-A,dev_oof,Center-0.5,9,1,170,811,170,170
mkgw_mhyper_adamf,W-A,dev_oof,Center-0.5,10,2,7,15,7,14
mkgw_mhyper_adamf,W-A,dev_oof,Center-0.5,11,3,2,2,2,6
mkgw_mhyper_adamf,W-A,dev_oof,Center-0.5,12,4,0,0,0,0
mkgw_mhyper_adamf,W-A,dev_oof,Center-0.5,13,5,0,0,0,0
mkgw_mhyper_adamf,W-A,dev_oof,Center-0.5,14,6,0,0,0,0
mkgw_mhyper_adamf,W-A,dev_oof,Center-0.5,15,7,0,0,0,0
mkgw_mhyper_adamf,W-A,dev_oof,Center-0.5,16,8,1,1,1,8
mkgw_mhyper_adamf,W-A,dev_oof,Center-0.5,17,10,0,0,0,0
mkgw_mhyper_adamf,W-A,dev_oof,Center-0.5,18,11,1,1,1,11
mkgw_mhyper_adamf,W-A,dev_oof,Center-0.5,19,13,1,1,1,13
mkgw_mhyper_adamf,W-A,dev_oof,Center-0.5,20,91,1,1,1,91
mkgw_mhyper_adamf,W-A,dev_oof,Center-0.5,21,1,156,729,156,156
mkgw_mhyper_adamf,W-A,dev_oof,Center-0.5,22,2,11,23,11,22
mkgw_mhyper_adamf,W-A,dev_oof,Center-0.5,23,3,1,1,1,3
mkgw_mhyper_adamf,W-A,dev_oof,Center-0.5,24,4,1,1,1,4
mkgw_mhyper_adamf,W-A,dev_oof,Center-0.5,25,5,0,0,0,0
mkgw_mhyper_adamf,W-A,dev_oof,Center-0.5,26,6,0,0,0,0
mkgw_mhyper_adamf,W-A,dev_oof,Center-0.5,27,9,1,1,1,9
mkgw_mhyper_adamf,W-A,dev_oof,Center-0.5,28,10,0,0,0,0
mkgw_mhyper_adamf,W-A,dev_oof,Center-0.5,29,12,1,1,1,12
mkgw_mhyper_adamf,W-A,dev_oof,Center-0.5,30,15,0,0,0,0
mkgw_mhyper_adamf,W-A,dev_oof,Center-0.5,31,89,1,1,1,89
mkgw_mhyper_adamf,W-A,dev_oof,Center-0.5,32,1,155,839,155,155
mkgw_mhyper_adamf,W-A,dev_oof,Center-0.5,33,2,9,19,9,18
mkgw_mhyper_adamf,W-A,dev_oof,Center-0.5,34,3,2,4,2,6
mkgw_mhyper_adamf,W-A,dev_oof,Center-0.5,35,4,2,2,2,8
mkgw_mhyper_adamf,W-A,dev_oof,Center-0.5,36,6,0,0,0,0
mkgw_mhyper_adamf,W-A,dev_oof,Center-0.5,37,7,1,1,1,7
mkgw_mhyper_adamf,W-A,dev_oof,Center-0.5,38,8,0,0,0,0
mkgw_mhyper_adamf,W-A,dev_oof,Center-0.5,39,13,1,1,1,13
mkgw_mhyper_adamf,W-A,dev_oof,Center-0.5,40,16,1,1,1,16
mkgw_mhyper_adamf,W-A,dev_oof,Center-0.5,41,85,1,1,1,85
mkgw_mhyper_adamf,W-A,dev_oof,Center-0.5,42,1,151,723,151,151
mkgw_mhyper_adamf,W-A,dev_oof,Center-0.5,43,2,9,17,9,18
mkgw_mhyper_adamf,W-A,dev_oof,Center-0.5,44,3,3,3,3,9
mkgw_mhyper_adamf,W-A,dev_oof,Center-0.5,45,4,0,1,0,0
mkgw_mhyper_adamf,W-A,dev_oof,Center-0.5,46,6,1,1,1,6
mkgw_mhyper_adamf,W-A,dev_oof,Center-0.5,47,9,1,1,1,9
mkgw_mhyper_adamf,W-A,dev_oof,Center-0.5,48,13,0,0,0,0
mkgw_mhyper_adamf,W-A,dev_oof,Center-0.5,49,91,1,1,1,91
mkgw_mhyper_adamf,W-A,dev_oof,Center-0.5,50,1,205,674,205,205
mkgw_mhyper_adamf,W-A,dev_oof,Center-0.5,51,2,16,17,16,32
mkgw_mhyper_adamf,W-A,dev_oof,Center-0.5,52,3,3,3,3,9
mkgw_mhyper_adamf,W-A,dev_oof,Center-0.5,53,4,0,0,0,0
mkgw_mhyper_adamf,W-A,dev_oof,Center-0.5,54,5,1,1,1,5
mkgw_mhyper_adamf,W-A,dev_oof,Center-0.5,55,7,1,1,1,7
mkgw_mhyper_adamf,W-A,dev_oof,Center-0.5,56,8,3,3,3,24
mkgw_mhyper_adamf,W-A,dev_oof,Center-0.5,57,13,1,1,1,13
mkgw_mhyper_adamf,W-A,dev_oof,Center-0.5,58,86,1,1,1,86
mkgw_mhyper_adamf,W-A,dev_oof,Center-0.5,59,1,213,696,213,213
mkgw_mhyper_adamf,W-A,dev_oof,Center-0.5,60,2,14,16,14,28
mkgw_mhyper_adamf,W-A,dev_oof,Center-0.5,61,3,1,1,1,3
mkgw_mhyper_adamf,W-A,dev_oof,Center-0.5,62,4,1,1,1,4
mkgw_mhyper_adamf,W-A,dev_oof,Center-0.5,63,5,1,1,1,5
mkgw_mhyper_adamf,W-A,dev_oof,Center-0.5,64,6,1,1,1,6
mkgw_mhyper_adamf,W-A,dev_oof,Center-0.5,65,7,0,0,0,0
mkgw_mhyper_adamf,W-A,dev_oof,Center-0.5,66,8,1,1,1,8
mkgw_mhyper_adamf,W-A,dev_oof,Center-0.5,67,10,1,1,1,10
mkgw_mhyper_adamf,W-A,dev_oof,Center-0.5,68,11,1,1,1,11
mkgw_mhyper_adamf,W-A,dev_oof,Center-0.5,69,13,1,1,1,13
mkgw_mhyper_adamf,W-A,dev_oof,Center-0.5,70,91,1,1,1,91
mkgw_mhyper_adamf,W-A,dev_oof,Center-0.5,71,1,192,623,192,192
mkgw_mhyper_adamf,W-A,dev_oof,Center-0.5,72,2,19,23,19,38
mkgw_mhyper_adamf,W-A,dev_oof,Center-0.5,73,3,1,1,1,3
mkgw_mhyper_adamf,W-A,dev_oof,Center-0.5,74,4,3,3,3,12
mkgw_mhyper_adamf,W-A,dev_oof,Center-0.5,75,5,0,0,0,0
mkgw_mhyper_adamf,W-A,dev_oof,Center-0.5,76,6,0,0,0,0
mkgw_mhyper_adamf,W-A,dev_oof,Center-0.5,77,9,1,1,1,9
mkgw_mhyper_adamf,W-A,dev_oof,Center-0.5,78,10,0,0,0,0
mkgw_mhyper_adamf,W-A,dev_oof,Center-0.5,79,12,1,1,1,12
mkgw_mhyper_adamf,W-A,dev_oof,Center-0.5,80,15,1,1,1,15
mkgw_mhyper_adamf,W-A,dev_oof,Center-0.5,81,89,1,1,1,89
mkgw_mhyper_adamf,W-A,dev_oof,Center-0.5,82,1,176,723,176,176
mkgw_mhyper_adamf,W-A,dev_oof,Center-0.5,83,2,19,24,19,38
mkgw_mhyper_adamf,W-A,dev_oof,Center-0.5,84,3,2,3,2,6
mkgw_mhyper_adamf,W-A,dev_oof,Center-0.5,85,4,4,4,4,16
mkgw_mhyper_adamf,W-A,dev_oof,Center-0.5,86,6,1,1,1,6
mkgw_mhyper_adamf,W-A,dev_oof,Center-0.5,87,7,0,0,0,0
mkgw_mhyper_adamf,W-A,dev_oof,Center-0.5,88,8,1,1,1,8
mkgw_mhyper_adamf,W-A,dev_oof,Center-0.5,89,13,1,1,1,13
mkgw_mhyper_adamf,W-A,dev_oof,Center-0.5,90,16,1,1,1,16
mkgw_mhyper_adamf,W-A,dev_oof,Center-0.5,91,85,1,1,1,85
mkgw_mhyper_adamf,W-A,dev_oof,Center-0.5,92,1,225,673,225,225
mkgw_mhyper_adamf,W-A,dev_oof,Center-0.5,93,2,14,19,14,28
mkgw_mhyper_adamf,W-A,dev_oof,Center-0.5,94,3,3,4,3,9
mkgw_mhyper_adamf,W-A,dev_oof,Center-0.5,95,4,1,1,1,4
mkgw_mhyper_adamf,W-A,dev_oof,Center-0.5,96,6,1,1,1,6
mkgw_mhyper_adamf,W-A,dev_oof,Center-0.5,97,9,1,1,1,9
mkgw_mhyper_adamf,W-A,dev_oof,Center-0.5,98,13,1,1,1,13
mkgw_mhyper_adamf,W-A,dev_oof,Center-0.5,99,91,1,1,1,91
mkgw_mhyper_adamf,W-A,dev_oof,Center-0.5,100,1,176,708,176,176
mkgw_mhyper_adamf,W-A,dev_oof,Center-0.5,101,2,9,11,9,18
mkgw_mhyper_adamf,W-A,dev_oof,Center-0.5,102,3,3,3,3,9
mkgw_mhyper_adamf,W-A,dev_oof,Center-0.5,103,4,1,1,1,4
mkgw_mhyper_adamf,W-A,dev_oof,Center-0.5,104,5,1,1,1,5
mkgw_mhyper_adamf,W-A,dev_oof,Center-0.5,105,7,1,1,1,7
mkgw_mhyper_adamf,W-A,dev_oof,Center-0.5,106,8,1,1,1,8
mkgw_mhyper_adamf,W-A,dev_oof,Center-0.5,107,13,1,1,1,13
mkgw_mhyper_adamf,W-A,dev_oof,Center-0.5,108,86,1,1,1,86
mkgw_mhyper_adamf,W-A,dev_oof,Center-0.5,109,1,169,701,169,169
mkgw_mhyper_adamf,W-A,dev_oof,Center-0.5,110,2,9,20,9,18
mkgw_mhyper_adamf,W-A,dev_oof,Center-0.5,111,3,0,0,0,0
mkgw_mhyper_adamf,W-A,dev_oof,Center-0.5,112,4,1,1,1,4
mkgw_mhyper_adamf,W-A,dev_oof,Center-0.5,113,5,0,0,0,0
mkgw_mhyper_adamf,W-A,dev_oof,Center-0.5,114,6,0,0,0,0
mkgw_mhyper_adamf,W-A,dev_oof,Center-0.5,115,7,0,0,0,0
mkgw_mhyper_adamf,W-A,dev_oof,Center-0.5,116,8,1,1,1,8
mkgw_mhyper_adamf,W-A,dev_oof,Center-0.5,117,10,1,1,1,10
mkgw_mhyper_adamf,W-A,dev_oof,Center-0.5,118,11,0,0,0,0
mkgw_mhyper_adamf,W-A,dev_oof,Center-0.5,119,13,1,1,1,13
mkgw_mhyper_adamf,W-A,dev_oof,Center-0.5,120,91,1,1,1,91
mkgw_mhyper_adamf,W-A,dev_oof,Center-0.5,121,1,158,646,158,158
mkgw_mhyper_adamf,W-A,dev_oof,Center-0.5,122,2,14,16,14,28
mkgw_mhyper_adamf,W-A,dev_oof,Center-0.5,123,3,1,1,1,3
mkgw_mhyper_adamf,W-A,dev_oof,Center-0.5,124,4,1,1,1,4
mkgw_mhyper_adamf,W-A,dev_oof,Center-0.5,125,5,0,0,0,0
mkgw_mhyper_adamf,W-A,dev_oof,Center-0.5,126,6,0,0,0,0
mkgw_mhyper_adamf,W-A,dev_oof,Center-0.5,127,9,0,0,0,0
mkgw_mhyper_adamf,W-A,dev_oof,Center-0.5,128,10,0,0,0,0
mkgw_mhyper_adamf,W-A,dev_oof,Center-0.5,129,12,0,0,0,0
mkgw_mhyper_adamf,W-A,dev_oof,Center-0.5,130,15,1,1,1,15
mkgw_mhyper_adamf,W-A,dev_oof,Center-0.5,131,89,1,1,1,89
mkgw_mhyper_adamf,W-A,dev_oof,Center-0.5,132,1,161,744,161,161
mkgw_mhyper_adamf,W-A,dev_oof,Center-0.5,133,2,11,18,11,22
mkgw_mhyper_adamf,W-A,dev_oof,Center-0.5,134,3,3,4,3,9
mkgw_mhyper_adamf,W-A,dev_oof,Center-0.5,135,4,2,3,2,8
mkgw_mhyper_adamf,W-A,dev_oof,Center-0.5,136,6,1,1,1,6
mkgw_mhyper_adamf,W-A,dev_oof,Center-0.5,137,7,0,0,0,0
mkgw_mhyper_adamf,W-A,dev_oof,Center-0.5,138,8,0,0,0,0
mkgw_mhyper_adamf,W-A,dev_oof,Center-0.5,139,13,1,1,1,13
mkgw_mhyper_adamf,W-A,dev_oof,Center-0.5,140,16,1,1,1,16
mkgw_mhyper_adamf,W-A,dev_oof,Center-0.5,141,85,1,1,1,85
mkgw_mhyper_adamf,W-A,dev_oof,Center-0.5,142,1,166,662,166,166
mkgw_mhyper_adamf,W-A,dev_oof,Center-0.5,143,2,9,14,9,18
mkgw_mhyper_adamf,W-A,dev_oof,Center-0.5,144,3,4,4,4,12
mkgw_mhyper_adamf,W-A,dev_oof,Center-0.5,145,4,1,1,1,4
mkgw_mhyper_adamf,W-A,dev_oof,Center-0.5,146,6,0,0,0,0
mkgw_mhyper_adamf,W-A,dev_oof,Center-0.5,147,9,1,1,1,9
mkgw_mhyper_adamf,W-A,dev_oof,Center-0.5,148,13,1,1,1,13
mkgw_mhyper_adamf,W-A,dev_oof,Center-0.5,149,91,1,1,1,91
mkgw_mhyper_adamf,W-A,dev_oof,Linear-p,0,1,172,172,172,172
mkgw_mhyper_adamf,W-A,dev_oof,Linear-p,1,2,8,8,8,16
mkgw_mhyper_adamf,W-A,dev_oof,Linear-p,2,3,5,5,5,15
mkgw_mhyper_adamf,W-A,dev_oof,Linear-p,3,4,1,1,1,4
mkgw_mhyper_adamf,W-A,dev_oof,Linear-p,4,5,0,0,0,0
mkgw_mhyper_adamf,W-A,dev_oof,Linear-p,5,7,1,1,1,7
mkgw_mhyper_adamf,W-A,dev_oof,Linear-p,6,8,3,3,3,24
mkgw_mhyper_adamf,W-A,dev_oof,Linear-p,7,13,1,1,1,13
mkgw_mhyper_adamf,W-A,dev_oof,Linear-p,8,86,1,1,1,86
mkgw_mhyper_adamf,W-A,dev_oof,Linear-p,9,1,170,170,170,170
mkgw_mhyper_adamf,W-A,dev_oof,Linear-p,10,2,7,7,7,14
mkgw_mhyper_adamf,W-A,dev_oof,Linear-p,11,3,2,2,2,6
mkgw_mhyper_adamf,W-A,dev_oof,Linear-p,12,4,0,0,0,0
mkgw_mhyper_adamf,W-A,dev_oof,Linear-p,13,5,0,0,0,0
mkgw_mhyper_adamf,W-A,dev_oof,Linear-p,14,6,0,0,0,0
mkgw_mhyper_adamf,W-A,dev_oof,Linear-p,15,7,0,0,0,0
mkgw_mhyper_adamf,W-A,dev_oof,Linear-p,16,8,1,1,1,8
mkgw_mhyper_adamf,W-A,dev_oof,Linear-p,17,10,0,0,0,0
mkgw_mhyper_adamf,W-A,dev_oof,Linear-p,18,11,1,1,1,11
mkgw_mhyper_adamf,W-A,dev_oof,Linear-p,19,13,1,1,1,13
mkgw_mhyper_adamf,W-A,dev_oof,Linear-p,20,91,1,1,1,91
mkgw_mhyper_adamf,W-A,dev_oof,Linear-p,21,1,156,156,156,156
mkgw_mhyper_adamf,W-A,dev_oof,Linear-p,22,2,11,11,11,22
mkgw_mhyper_adamf,W-A,dev_oof,Linear-p,23,3,1,1,1,3
mkgw_mhyper_adamf,W-A,dev_oof,Linear-p,24,4,1,1,1,4
mkgw_mhyper_adamf,W-A,dev_oof,Linear-p,25,5,0,0,0,0
mkgw_mhyper_adamf,W-A,dev_oof,Linear-p,26,6,0,0,0,0
mkgw_mhyper_adamf,W-A,dev_oof,Linear-p,27,9,1,1,1,9
mkgw_mhyper_adamf,W-A,dev_oof,Linear-p,28,10,0,0,0,0
mkgw_mhyper_adamf,W-A,dev_oof,Linear-p,29,12,1,1,1,12
mkgw_mhyper_adamf,W-A,dev_oof,Linear-p,30,15,0,0,0,0
mkgw_mhyper_adamf,W-A,dev_oof,Linear-p,31,89,1,1,1,89
mkgw_mhyper_adamf,W-A,dev_oof,Linear-p,32,1,155,155,155,155
mkgw_mhyper_adamf,W-A,dev_oof,Linear-p,33,2,9,9,9,18
mkgw_mhyper_adamf,W-A,dev_oof,Linear-p,34,3,2,2,2,6
mkgw_mhyper_adamf,W-A,dev_oof,Linear-p,35,4,2,2,2,8
mkgw_mhyper_adamf,W-A,dev_oof,Linear-p,36,6,0,0,0,0
mkgw_mhyper_adamf,W-A,dev_oof,Linear-p,37,7,1,1,1,7
mkgw_mhyper_adamf,W-A,dev_oof,Linear-p,38,8,0,0,0,0
mkgw_mhyper_adamf,W-A,dev_oof,Linear-p,39,13,1,1,1,13
mkgw_mhyper_adamf,W-A,dev_oof,Linear-p,40,16,1,1,1,16
mkgw_mhyper_adamf,W-A,dev_oof,Linear-p,41,85,1,1,1,85
mkgw_mhyper_adamf,W-A,dev_oof,Linear-p,42,1,151,151,151,151
mkgw_mhyper_adamf,W-A,dev_oof,Linear-p,43,2,9,9,9,18
mkgw_mhyper_adamf,W-A,dev_oof,Linear-p,44,3,3,3,3,9
mkgw_mhyper_adamf,W-A,dev_oof,Linear-p,45,4,0,0,0,0
mkgw_mhyper_adamf,W-A,dev_oof,Linear-p,46,6,1,1,1,6
mkgw_mhyper_adamf,W-A,dev_oof,Linear-p,47,9,1,1,1,9
mkgw_mhyper_adamf,W-A,dev_oof,Linear-p,48,13,0,0,0,0
mkgw_mhyper_adamf,W-A,dev_oof,Linear-p,49,91,1,1,1,91
mkgw_mhyper_adamf,W-A,dev_oof,Linear-p,50,1,205,205,205,205
mkgw_mhyper_adamf,W-A,dev_oof,Linear-p,51,2,16,16,16,32
mkgw_mhyper_adamf,W-A,dev_oof,Linear-p,52,3,3,3,3,9
mkgw_mhyper_adamf,W-A,dev_oof,Linear-p,53,4,0,0,0,0
mkgw_mhyper_adamf,W-A,dev_oof,Linear-p,54,5,1,1,1,5
mkgw_mhyper_adamf,W-A,dev_oof,Linear-p,55,7,1,1,1,7
mkgw_mhyper_adamf,W-A,dev_oof,Linear-p,56,8,3,3,3,24
mkgw_mhyper_adamf,W-A,dev_oof,Linear-p,57,13,1,1,1,13
mkgw_mhyper_adamf,W-A,dev_oof,Linear-p,58,86,1,1,1,86
mkgw_mhyper_adamf,W-A,dev_oof,Linear-p,59,1,213,213,213,213
mkgw_mhyper_adamf,W-A,dev_oof,Linear-p,60,2,14,14,14,28
mkgw_mhyper_adamf,W-A,dev_oof,Linear-p,61,3,1,1,1,3
mkgw_mhyper_adamf,W-A,dev_oof,Linear-p,62,4,1,1,1,4
mkgw_mhyper_adamf,W-A,dev_oof,Linear-p,63,5,1,1,1,5
mkgw_mhyper_adamf,W-A,dev_oof,Linear-p,64,6,1,1,1,6
mkgw_mhyper_adamf,W-A,dev_oof,Linear-p,65,7,0,0,0,0
